AD ID,Contact,For Rent By,URL,Ad Name,Map Link,Date Posted,Unit Type,Bedrooms,Bathrooms,Featured,Rent,Description,Utilities included,Photos,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Appliances,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Amenities,Elevator Accessibility Features,Barrier-free Entrances and Ramps,Visual Aids,Accessible Washrooms in Suite
1569483967,https://www.kijiji.ca/o-dolphin-square-apartments/1005707943/listings/1?referral=organic,Professional,https://www.kijiji.ca/v-apartments-condos/richmond-bc/2-bdrm-available-at-8200-park-road-suite-114-richmond/1569483967,"2 Bdrm available at 8200 Park Road Suite 114, Richmond","https://www.google.com/maps/search/8200+Park+Road+Suite+114,+Richmond,+BC,+V6Y+2Y8","August 30, 2021 12:08 AM",Apartment, 2, 1,No,"$1,740","Visit our Website: https://www.caprent.com/apartments-for-rent/richmond-bc/dolphin-square/
In a prime central location,these apartments for rent in Richmond boast a Walk Score of 93 and Transit Score of 76 and are just a short walk to the Richmond Centre and in close proximity to the future Skytrain station at No3 Road and Saba. Being close to major shopping centres, schools and community services makes Dolphin Square Apartments the perfect apartment rental location.
Parking from: $50.00
What's included in your rent
Hot Water
Have Questions? Contact the Property Manager: (604) 273-0269
Building Features
Site consists of 4 buildings each being 3 stories tall
Ample secure covered parking
Landscaped courtyard
Outdoor pool
BBQ patio with gazebo
Garden patios or balconies
Exercise room
Laundry in each building
Some dishwashers in 2 bedroom units
Neighbourhood Features
Desirable location
Walk Score of 93: short walk to Richmond Brighouse Skytrain Station & Richmond Shopping Centre Mall
Short walk to shopping
Transit Score of 76: minutes to Vancouver Airport
Close to city hall, library, and the Minoru Park Sports Complex (pool, ice rink, playing fields and more)",N/A,Yes,Not Included,0,1 Year,"October 1, 2021",No,Not Available,No,Not Included,No,Not Included,No,Not Included,N/A,N/A,N/A,N/A
1582472004,https://www.kijiji.ca/o-profile/1013726533/listings/1,Owner,https://www.kijiji.ca/v-apartments-condos/richmond-bc/centrally-located-home-in-quiet-neighborhood/1582472004,Centrally located home in quiet neighborhood,"https://www.google.com/maps/search/3500+Bearcroft+Dr,+Richmond,+BC+V6X+3B9,+Canada","August 25, 2021 7:02 AM",House, 3, 2,No,"$2,600","A well kept, partially furnished 3-Bedroom suite in a family oriented neighbourhood in East Cambie is available for rent in September to responsible tenants. This is for the larger upstairs suite of the house (1450 Sq. Ft), which includes:
- an expansive open kitchen with dishwasher and a double sink,
- self-contained laundry,
- 3 large bedrooms,
- 2 full bathrooms (larger one with a double sink),
- hardwood/laminated and tile flooring,
- plenty of windows with lots of natural light,
- internet included (WiFi), and
- 2 parking spots (1 garage and 1 driveway).
The downstairs suite is fully enclosed with a separate entrance. This house is steps away from Albert Airey Park, walkable to bus transit (410 bus on Cambie St., 430 bus on Bridgeport St.) which can then transfer onto the Canada Line (Aberdeen and Bridgeport Stations). It is also walkable to Cambie Plaza featuring plenty of restaurants, groceries, and a public library. Mitchell Elementary and Cambie Secondary catchment.
The location has quick access to the Oak and Knight St. Bridges along with the BC-99 and BC-91 highways. By car, it is a quick 5-10 minute drive to:
- Costco,
- Walmart,
- T&T Supermarket,
- Ikea,
- Kwantlen University (Richmond Campus), and
- YVR Airport.",N/A,Yes,Internet,2,1 Year,"September 6, 2021",Limited,"1,450",No,Laundry (In Unit),No,Yard,No,N/A,N/A,N/A,N/A,N/A
1579250244,https://www.kijiji.ca/o-profile/1022269905/listings/1,Owner,https://www.kijiji.ca/v-apartments-condos/richmond-bc/2-bed-2-bath-with-ac-richmond/1579250244,"2 bed 2 bath with AC, Richmond","https://www.google.com/maps/search/8677+Capstan+Way,+Richmond,+BC+V6X+0N6,+Canada","August 3, 2021 3:33 PM",Condo, 2, 2,No,"$2,250","830 sq feet, 2 bedroom 2 bathroom condo in a concrete building (6/F), with big covered balcony, central heating and air conditioning, one secured covered parking. 10 mins to airport, 20 mins to downtown, walking distance to Canada Line station and grocery stores, restaurant, etc. no pets allowed, no smoking.",Water,Yes,Not Included,1,1 Year,"September 1, 2021",No,830,No,"Laundry (In Unit)
Dishwasher
Fridge / Freezer",Yes,Balcony,No,"Gym
Pool
24 Hour Security
Bicycle Parking
Storage Space
Elevator in Building",N/A,N/A,N/A,N/A
1582609282,https://www.kijiji.ca/o-profile/1019914435/listings/1?referral=organic,Professional,https://www.kijiji.ca/v-apartments-condos/richmond-bc/looking-for-a-studio-condo-apt/1582609282,Looking for a studio CONDO/APT,"https://www.google.com/maps/search/Patterson+Rd,+Richmond,+BC+V6X+1P5,+Canada","August 26, 2021 1:26 AM",Condo, Bachelor/Studio, 1,No,Please Contact,"Looking for a studio / condo apartment for rent in the Richmond British Columbia area.
Feel free to leave a message and I'll get back to you as soon as possible.","Heat
Water",No,Not Included,0,1 Year,"August 31, 2021",Yes,500,No,"Laundry (In Building)
Fridge / Freezer",No,Balcony,No,"24 Hour Security
Bicycle Parking
Elevator in Building",Not Included,No,No,Yes
1583285747,https://www.kijiji.ca/o-profile/1011155245/listings/1,Owner,https://www.kijiji.ca/v-apartments-condos/richmond-bc/1-300-1br-550ft2-1-bedroom-furnished-garden-suite/1583285747,"$1,300 / 1br - 550ft2 - 1 Bedroom Furnished Garden Suite","https://www.google.com/maps/search/,+V7E+4P2,+Richmond,+BC,+Canada","August 30, 2021 6:43 PM",House, 1, 1,No,"$1,300","1 Bedroom Furnished Garden Suite in West Richmond with private entrance
SUITE DETAILS:
• 1 bedroom and 1 bathroom
• Kitchen (Stove, microwave, fridge)
• View of the Garden
• Laundry (shared)
• Street parking
LOCATION:
• Steps from the City's Greenway Trail and West Richmond Community Centre
• 2-min walk to the bus stop
• 13-min bus ride to Brighouse station
• 14-min walk to SeaFair Shopping Centre (Safeway, Starbucks, Shoppers Drug Mart, Banks).
LEASE TERMS:
• Minimum 1 year lease @ $1,300/month
• Laundry is shared (you have access once a week).
• All Utilities included, Wifi included
• Furniture included
• Deposit: half a month's rent
RULES:
• No Pets/No smoking (No Cannabis, E-Vape, Cigarettes)/ No large gatherings
DOCUMENTS REQUIRED:
• 1 reference from previous landlord
• 1 work reference
• 1 personal reference
• Credit Check upon request
• Proof of Income required (T4, Record of Employment, Income Statement, or Current Bank Statements)
Please provide the following information. Once received, you will be contacted shortly.
1. Preferred move-in date.
2. Can you provide financial documents for proof of income? Yes/No
3. How many people will be living in the suite?
4. Can you provide 3 references? Yes/No
5. Do you understand that this suite does not allow pets. Yes/No","Hydro
Heat
Water",Yes,Internet,1,1 Year,"October 1, 2021",No,550,Yes,Laundry (In Building),No,Balcony,No,N/A,N/A,N/A,N/A,N/A
1579303002,https://www.kijiji.ca/o-profile/1022012193/listings/1,Owner,https://www.kijiji.ca/v-apartments-condos/richmond-bc/house-rental-in-town-of-spirit-river-4913-44th-avenue/1579303002,House Rental in Town of Spirit River 4913 44th Avenue,"https://www.google.com/maps/search/4913+44th+Avenue,+Canada","August 3, 2021 8:51 PM",House, 3, 1,No,"$1,280",3 Bedroom Rancher,"Hydro
Heat
Water",Yes,"Cable / TV
Internet",3+,Month-to-month,"September 1, 2021",Limited,"1,100",No,"Laundry (In Building)
Fridge / Freezer",No,Yard,Yes,N/A,N/A,Yes,No,Yes
1576061747,https://www.kijiji.ca/o-profile/1012645121/listings/1,Owner,https://www.kijiji.ca/v-apartments-condos/richmond-bc/air-conditioning-three-rooms-two-washroom-near-richmond-walmart/1576061747,Air Conditioning Three Rooms Two Washroom Near Richmond Walmart,"https://www.google.com/maps/search/9288+Odlin+Rd,+Richmond,+BC+V6X+1C9,+Canada","July 12, 2021 10:25 PM",Condo, 3, 2,No,"$2,650","Air Conditioning Three Rooms Two Washroom Near Richmond Walmart
Address: 9288 Odlin Road, Richmond,BC V6X 1C9
Condo:
Top and corner unit, high ceiling
Unit includes a dishwasher,washer and dryer. Building facilities include outdoor swimming pool, hot tub pool, gym room, cinema
Many malls and restaurants near the unit, include Walmart, etc
Unit has air conditioner, granite kitchen desk, fireplace, large balcony
Very convenient traffic, 7 minutes walk to bus station, close to Walmart, Lansdowne center, Richmond Center and KPU, etc
Renting Term:
Not include utilities and internet
No pet and no smoking
At least 1 year term",N/A,Yes,Not Included,1,Month-to-month,"July 12, 2021",No,"1,200",No,"Laundry (In Unit)
Dishwasher
Fridge / Freezer",Yes,Balcony,No,"Gym
Pool
Elevator in Building",N/A,N/A,N/A,N/A
1578355905,https://www.kijiji.ca/o-dolphin-square-apartments/1005707943/listings/1?referral=organic,Professional,https://www.kijiji.ca/v-apartments-condos/richmond-bc/1-bdrm-available-at-8200-park-road-suite-114-richmond/1578355905,"1 Bdrm available at 8200 Park Road Suite 114, Richmond","https://www.google.com/maps/search/8200+Park+Road+Suite+114,+Richmond,+BC,+V6Y+2Y8","August 27, 2021 12:08 AM",Apartment, 1, 1,No,"$1,495","Visit our Website: https://www.caprent.com/apartments-for-rent/richmond-bc/dolphin-square/
 
In a prime central location, these apartments for rent in Richmond boast a Walk Score of 93 and Transit Score of 76 and are just a short walk to the Richmond Centre and in close proximity to the future Skytrain station at No3 Road and Saba.  Being close to major shopping centres, schools and community services makes Dolphin Square Apartments the perfect apartment rental location.
Parking from: $50.00
 
What's included in your rent
Hot Water
Have Questions? Contact the Property Manager: (604) 273-0269
 
Building Features
Site consists of 4 buildings each being 3 stories tall
Ample secure covered parking
Landscaped courtyard
Outdoor pool
BBQ patio with gazebo
Garden patios or balconies
Exercise room
Laundry in each building
Some dishwashers in 2 bedroom units
 
Neighbourhood Features
Desirable location
Walk Score of 93: short walk to Richmond Brighouse Skytrain Station & Richmond Shopping Centre Mall
Short walk to shopping 
Transit Score of 76: minutes to Vancouver Airport 
Close to city hall, library, and the Minoru Park Sports Complex (pool, ice rink, playing fields and more)",N/A,Yes,Not Included,0,1 Year,"October 1, 2021",No,Not Available,No,Not Included,No,Not Included,No,Not Included,N/A,N/A,N/A,N/A
1573980386,https://www.kijiji.ca/o-profile/1000464872/listings/1,Owner,https://www.kijiji.ca/v-apartments-condos/richmond-bc/one-bedroom-townhouse-furnished-or-unfurnished/1573980386,One Bedroom Townhouse Furnished or Unfurnished,"https://www.google.com/maps/search/11791+King+Rd,+Richmond,+BC+V7A+3B6,+Canada","August 27, 2021 9:55 PM",Townhouse, 1, 1,No,"$1,795","Spacious one bedroom lower unit in a townhouse complex available for rent Aug 1 or late July. Quiet and close to transit and shopping in the Ironwood neighborhood. Close to clubhouse with swimming pool, sauna and hot tub. No smoking and no pet. 1 year term lease with reference, credit check and tenant insurance. Asking rent $1,695 and or furnished at $2,050.",Water,Yes,Not Included,1,1 Year,"September 1, 2021",No,770,No,"Laundry (In Unit)
Dishwasher
Fridge / Freezer",No,Yard,No,N/A,N/A,N/A,N/A,N/A
1578354955,https://www.kijiji.ca/o-profile/1014535962/listings/1,Owner,https://www.kijiji.ca/v-apartments-condos/richmond-bc/4150-3477ft-woodward-richmond-house-for-rent/1578354955,"$4150/ 3477ft² Woodward Richmond, House for Rent","https://www.google.com/maps/search/Dorval+Rd,+Richmond,+BC+V7C,+Canada","July 28, 2021 7:56 AM",House, 5+, 3,No,"$4,150","Available: Sept 1, 2021
Bedrooms: 5
Bathrooms: 3
Finished area: 3,477 sqft
Lot area: 5,800 sqft
Flooring: Hardwood Floor + Carpet + Tile
Furnished: No
Property Type: 2 Storey House
Parking: 2 covered
Garden Care: No
En-suite Laundry: Yes
Deposits: One month deposit
Lease term: Minimum one year lease
Utilities Included: No
Pets: yes
Woodwards area - One of Richmond's finest neighbourhoods.
Over 3400 sqft interior size with updated bathroom, kitchen, roof and window. Lovingly Maintained, classic Hardwood floor throughout. 5 bedrooms with 3 full bathrooms. 2 car garage and ample parking available outside.
VR tour:
https://my.matterport.com/show/?m=ZAtbzmVWJD1
This stunning home has much to offer
• Radiant Heat flooring
• NEW Lighting
• Huge room at 2nd floor 21’ x 19’, can be baby play room/yoga room
• RENOVATED Quartz Countertop open-concept kitchen with an Island
Nearby (Walking Distance):
* Elementary School (In Catchment, Public): K-7 Blundell Elementary
* Secondary School (In Catchment, Public): 8 - 12 Steveston London Secondary
* Walking Distance to Freshco, Safeway, Shopping centre, Richmond Centre, Park, and restaurants.
* Bus Line (2-7mins walking distance)
402 Two Road/Brighouse Station
407 Gilbert/Bridgeport
RESTRICTIONS & REQUIREMENTS:
* NO Smokingl
* Reference check including employment required
* One month rent for damage deposit (refundable upon satisfactory end of tenancy)
* No Sublet
* Tenant insurance required for lease
To view this house which could be your great home, please call Winson
Tel: 778-681-6381
Email: winsondsi@gmail.com",N/A,Yes,Not Included,2,1 Year,"September 1, 2021",Yes,"3,477",No,"Laundry (In Unit)
Laundry (In Building)
Dishwasher
Fridge / Freezer",No,Yard,No,N/A,N/A,No,No,Yes
1583367992,https://www.kijiji.ca/o-carlton-park-gardens-apartments/1005707920/listings/1?referral=organic,Professional,https://www.kijiji.ca/v-apartments-condos/richmond-bc/bachelor-available-at-10951-mortfield-road-richmond/1583367992,"Bachelor available at 10951 Mortfield Road, Richmond","https://www.google.com/maps/search/10951+Mortfield+Road,+Richmond,+BC,+V7A+2W1","August 31, 2021 3:24 PM",Apartment, Bachelor/Studio, 1,No,"$1,285","Visit our Website: https://www.caprent.com/apartments-for-rent/richmond-bc/carlton-park-gardens/
 
Six charming low-rise buildingsin the heart of residential Richmond form the setting for Carlton Park GardensApartments. These apartmentsfor rent in Richmond, located south of downtown Vancouver, is close tothe Steveston Highway and other major commuter routes. Beautifully landscapedgrounds and a quiet setting with wonderful views makes this the perfectcommunity for your next home.
Residents of these prime Richmondapartment rentals enjoy large cable ready suites, private balconies and patios, 3appliances in their apartment as well as building features like outdoor pooland indoor sauna, exercise room, BBQ area, and resident party room.
Living at Carlton Park Gardensputs you only 10 minutes to Vancouver Airport, 25 minutes from the US borderand a short commute to Richmond’s many shops, schools, and entertainment.  Contact us today about making Carlton ParkGardens your next apartment home. 
Parking from: $25.00
 
What's included in your rent
Water, Heat
Have Questions? Contact the Property Manager: (604) 275-2664
 
Building Features
Cable ready, large suites
Private balconies and patios
3 appliances - fridge, stove and dishwasher
Bathroom storage & big mirrors
Outdoor pool and indoor sauna
Exercise room
Resident party room
BBQ area
Laundry facilities on each floor
Canada Post parcel lockers available
 
Neighbourhood Features
Just 10 minutes to Vancouver Airport and 25 minutes to theUS border.
A 5 minute drive to Hugh Mcroberts Secondary School.
Close to South Arm Community Centre and 5 minutes toBroadmoor Shopping Centre.
Situated in a quiet residential neighbourhood.",N/A,Yes,Not Included,0,1 Year,"October 1, 2021",Yes,Not Available,No,Not Included,No,Not Included,No,Not Included,N/A,N/A,N/A,N/A
1582479850,https://www.kijiji.ca/o-profile/1011604495/listings/1?referral=organic,Professional,https://www.kijiji.ca/v-apartments-condos/richmond-bc/cozy-3-bed-2-bath-house-for-rent-in-richmond-3000/1582479850,Cozy 3 Bed / 2 Bath House for Rent in Richmond $3000,"https://www.google.com/maps/search/10920+Mortfield+Rd,+Richmond,+BC+V7A+2W6,+Canada","August 25, 2021 4:34 AM",House, 3, 2,No,"$3,000","Cozy 3 Bed / 2 Bath House for Rent in Richmond $3000
Well Maintained Great Cozy House Available Sep 1st
- Upstairs available for rent Only (Downstairs has different tenant with separate entry)
- Minimum one year lease
- Central Location
- Bedrooms: 3
- Bathroom: 2 full bath
- Hardwood floor
- Big Front Yard
- Big backyard
- Enclosed Solarium with big deck
- 1 Covered Parking with lots of parking spots at the front yard
- Deposits: Half month security deposit
- Utility not included
If interested for viewing, please contact:
Phone: 778-918-5505
Email: roydidi1225@gmaIl.com
Location: South Arm, Richmond
Reference and Credit Check required.",Water,Yes,Not Included,3+,1 Year,"September 1, 2021",Yes,"1,500",No,Laundry (In Unit),No,"Yard
Balcony",No,N/A,N/A,N/A,N/A,N/A
1583352338,https://www.kijiji.ca/o-profile/1023276705/listings/1,Owner,https://www.kijiji.ca/v-apartments-condos/richmond-bc/2-800-4br-2000ft2-4-bedroom-house-for-rent-richmond/1583352338,"$2,800 / 4br - 2000ft2 - 4 bedroom house for rent (Richmond)","https://www.google.com/maps/search/11640+Blundell+Rd,+Richmond,+BC+V6Y+1L3,+Canada","August 31, 2021 2:19 AM",House, 4, 2,No,"$2,800","It will cost $2800 per month. If water, electricity and internet are included, an additional $300 will be added. 4 bedrooms house for rent, two bathrooms, a kitchen, a living room, a dining room, 3 parking spaces.",N/A,Yes,Not Included,0,Month-to-month,"September 1, 2021",Yes,"2,000",No,"Laundry (In Building)
Fridge / Freezer",No,Yard,No,N/A,N/A,N/A,N/A,N/A
1582663508,https://www.kijiji.ca/o-fraser-place-apartments/1005707941/listings/1?referral=organic,Professional,https://www.kijiji.ca/v-apartments-condos/richmond-bc/1-bdrm-available-at-11675-seventh-avenue-richmond/1582663508,"1 Bdrm available at 11675 Seventh Avenue, Richmond","https://www.google.com/maps/search/11675+Seventh+Avenue,+Richmond,+BC,+V7E+4X2","August 26, 2021 4:00 PM",Apartment, 1, 1,No,"$1,655","Visit our Website: https://www.caprent.com/apartments-for-rent/richmond-bc/fraser-place/
Fraser Place Apartments, the amenities and features you deserve 
Three low-rise buildings invite you to enjoy the serenity of lush landscaping and a central courtyard complete with a gazebo and pond. Most of our apartments are equipped with dishwashers, balconies and all have carpet throughout the living and dining rooms. The spacious layouts offer you more than enough living space for your needs. Situated in the charming seaside community of Old Steveston Village, you are also wonderfully close to all of Richmond's attractions. 
And, since work isn’t everything, you’re also less than a five minute walk to Garry Point Park, the West Dyke Trail, a tranquil Japanese garden and the ocean. Take in a day at the ocean, then come home to our Fraser Place apartments and enjoy the perfect ocean evening breezes. Fraser Place apartments also includes an outdoor swimming pool, a fitness centre, social/games room and a common barbecue area. These apartments for rent in Richmond are all at a location that’s exactly where you want to be. 
Parking from: $40.00
 
What's included in your rent
Water
Have Questions? Contact the Property Manager: (604) 271-4012
 
Building Features
Ask about our furnished suites
Indoor and Outdoor Parking
Lockers
Party Room
Fitness Room
Sauna
Elevators
Onsite office
Balconies
Laundry Room
Outdoor Swimming Pool
Courtyard with Fish Pond
Canada Post parcel lockers available
 
Neighbourhood Features
Walk Score of 60
Lord Byng Elementary 
Shia Muslim Community Ctr 
Pajo's Fish & Chip 
Caesar's Grill & Restaurant 
Super Grocer 
British Home Store 
Steps from Robert Alexander Secondary School
Minutes drive from Steveston Community Centre",N/A,Yes,Not Included,0,1 Year,"August 27, 2021",Yes,Not Available,No,Not Included,No,Not Included,No,Not Included,N/A,N/A,N/A,N/A
1582436804,https://www.kijiji.ca/o-profile/1023304850/listings/1,Owner,https://www.kijiji.ca/v-apartments-condos/richmond-bc/5-bedroom-3-baths-single-family-home-richmond/1582436804,"5 Bedroom, 3 Baths Single Family home Richmond","https://www.google.com/maps/search/10020+No+2+Rd,+Richmond,+BC+V7E+2E3,+Canada","August 25, 2021 1:10 AM",House, 5+, 3,No,"$3,800","Completely new renovated single-family home with high-end appliances located at William & No 2 Road. Huge backyard east facing with very little maintenance. 3 bedrooms on the upper floor and 2 bedrooms plus an office den on the ground floor, Large open kitchen with Bertrazoni gas stove and convection oven. Walking distance to Steveston- London High School and James McKinney Elementary School.",N/A,Yes,Not Included,2,Month-to-month,"September 1, 2021",Yes,"1,850",No,"Laundry (In Unit)
Dishwasher
Fridge / Freezer",No,Yard,Outdoors only,N/A,N/A,N/A,N/A,N/A
1533454876,https://www.kijiji.ca/o-profile/1009981051/listings/1,Owner,https://www.kijiji.ca/v-apartments-condos/richmond-bc/executive-furnished-flexible-terms-w-all-utilities-richmond-oval/1533454876,Executive Furnished Flexible Terms w All Utilities Richmond Oval,"https://www.google.com/maps/search/7468+Lansdowne+Rd,+Richmond,+BC+V7C+0B7,+Canada","July 28, 2021 10:53 PM",Condo, 2, 2,No,"$3,400","Executive Fully Furnished Flexible Terms 2Bd 2Ba, Richmond Oval/City Centre.
Comfy, Meticulously Clean and Healthy Home.
~ INCLUDED: Internet (Unlimited), Cable TV, Electricity, Gas, Water.
~ Concierge daily 9~5pm, 1 parking, 1 locker, Fob entry.
~ Filtered Air and Water systems, Air Cond, European Appliances.
~ All hardwood flooring. Heated bathroom floors.
¤ Location
~ Across from Richmond Oval, 20 mins skytrain to Downtown, 4 km to Airport.
~ In building: Fitness World, Shoppers Drug, TD, Freshii, Dinesty.
~ 3 mins walk to Grocery, Restaurants, Cafes, Clinic, Dental.
~ 8 mins walk to skytrain stations: Lansdowne and Richmond Ctr.
¤ Kitchen
~ Marble backsplash, 5-burner gas cooktop, Keurig, toaster, microwave.
~ Complete kitchen: pots, pans, utensils, bowls, plates, cups, glasses.
¤ Living Room
~ LED Roku SmartTV, Cable TV, High Speed Internet.
~ In-unit Washer and Dryer, Vacuum Cleaner.
¤ Bedrooms: Platform beds, Firm Queen Memory Foam mattresses, bed sheets/blankets.
¤ Bathrooms: Pre-set temp shower, hair dryer, soap/shampoo/conditioner, 4 set of towels.
¤ View: Balcony with city, North Shore views.
¤ Amenities: Clubhouse, Steam Room, Indoor Court/Ping Pong.
~~~~~~~~Rates~~~~~~~~
¤ 03 months lease @ $3500/month; Deposit :$1000.
¤ 12 months lease @ $3400/month; Deposit :$1000.
¤ Strata move-in/out fees (Payable directly to strata).
~~~~~~~~~~~~~~~~~~~~~~~~~~~~
~ Restrictions: no pets, no smoking, no loud parties.
~ Credit, Employment, and landlord references might be checked
~ Reservation is ONLY confirmed with accepted BC Tenancy form and paid Deposit.
~ For availability, application, email/text/call 778-881-2778.
~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Reviews from previous tenants.
~ ""Highly recommend!! Simon our host was extremely attentive & communicative through out our stay. We appreciated the attention to detail & small gestures of hospitality. This condo was very clean, well equipped and located close to shops, restaurants and walkable to the sky train station.""
~""I like Simon's place very much. The place is spotless clean and very stylish. Simon is very nice good at communication.""","Hydro
Heat
Water",Yes,"Cable / TV
Internet",1,1 Year,"October 1, 2021",No,800,Yes,"Laundry (In Unit)
Dishwasher
Fridge / Freezer",Yes,Balcony,No,"Concierge
Bicycle Parking
Storage Space
Elevator in Building",Wheelchair accessible,No,No,No
1579493795,https://www.kijiji.ca/o-profile/1007905917/listings/1,Owner,https://www.kijiji.ca/v-apartments-condos/richmond-bc/modern-5-bedrooms-with-5-bedrooms-house-for-rent/1579493795,Modern 5 bedrooms with 5 bedrooms house for rent,"https://www.google.com/maps/search/,+Richmond++V7A3H9+BC,+Canada","August 5, 2021 2:17 AM",House, 5+, 5,No,"$4,800",5years old modern house with 5 bedrooms and 5 bedrooms for rent in Richmond. Looking for long term tenant. House has air conditioner and radiant heat jacuzzi and steam room. One office and 2 leaving rooms and dining room and two kitchen. Close to shopping mall but in the quiet street. 5 minutes walking distance to elementary school and high school is 5 minutes drive,N/A,Yes,Not Included,3+,1 Year,"August 21, 2021",No,"3,600",No,"Laundry (In Unit)
Dishwasher
Fridge / Freezer",Yes,"Yard
Balcony",No,N/A,N/A,N/A,N/A,N/A
1583367991,https://www.kijiji.ca/o-carlton-park-gardens-apartments/1005707920/listings/1?referral=organic,Professional,https://www.kijiji.ca/v-apartments-condos/richmond-bc/3-bdrm-available-at-10951-mortfield-road-richmond/1583367991,"3 Bdrm available at 10951 Mortfield Road, Richmond","https://www.google.com/maps/search/10951+Mortfield+Road,+Richmond,+BC,+V7A+2W1","August 31, 2021 3:06 PM",Apartment, 3, 1,No,"$1,955","Visit our Website: https://www.caprent.com/apartments-for-rent/richmond-bc/carlton-park-gardens/
Six charming low-rise buildings in the heart of residential Richmond form the setting for Carlton Park Gardens Apartments. These apartments for rent in Richmond, located south of downtown Vancouver, is close to the Steveston Highway and other major commuter routes. Beautifully landscaped grounds and a quiet setting with wonderful views makes this the perfect community for your next home.
Residents of these prime Richmond apartment rentals enjoy large cable ready suites, private balconies and patios, 3 appliances in their apartment as well as building features like outdoor pool and indoor sauna, exercise room, BBQ area, and resident party room.
Living at Carlton Park Gardens puts you only 10 minutes to Vancouver Airport, 25 minutes from the US border and a short commute to Richmonds many shops, schools, and entertainment. Contact us today about making Carlton Park Gardens your next apartment home.
Parking from: $25.00
What's included in your rent
Water, Heat
Have Questions? Contact the Property Manager: (604) 275-2664
Building Features
Cable ready, large suites
Private balconies and patios
3 appliances - fridge, stove and dishwasher
Bathroom storage & big mirrors
Outdoor pool and indoor sauna
Exercise room
Resident party room
BBQ area
Laundry facilities on each floor
Canada Post parcel lockers available
Neighbourhood Features
Just 10 minutes to Vancouver Airport and 25 minutes to the US border.
A 5 minute drive to Hugh Mcroberts Secondary School.
Close to South Arm Community Centre and 5 minutes to Broadmoor Shopping Centre.
Situated in a quiet residential neighbourhood.",N/A,Yes,Not Included,0,1 Year,"October 1, 2021",Yes,Not Available,No,Not Included,No,Not Included,No,Not Included,N/A,N/A,N/A,N/A
1579310752,https://www.kijiji.ca/o-profile/1023162652/listings/1,Owner,https://www.kijiji.ca/v-apartments-condos/richmond-bc/1-bed-price-w-2-parking-9-ceiling-top-floor-private-corner/1579310752,"1 bed price w/ 2 parking, 9"" ceiling, top floor, private corner","https://www.google.com/maps/search/8180+Jones+Rd,+Richmond,+BC+V6Y+3Z6,+Canada","August 19, 2021 11:49 PM",Condo, 1, 1,No,"$1,850","Huge 1 bed price with 2 parking, high ceiling, top floor, at private and quiet corner. Individual corner unit with no unit in above.
This is a fantastic opportunity to live in a quiet and safe neighbourhood in Central Richmond. Spacious 846sf, 9” high ceiling, corner unit, 1 bedroom, 1 bathroom, and 2 parking located at Laguna. Master bedroom has walk-in closet, ensuite bathroom. The living and dining space lead to a Southeast facing. The gas fireplace is perfect for cold winter nights and the in-suite laundry.
Amazing location - General Currie Elementary and 3 high schools are only minutes away. Skytrain, Richmond Center and new Minoru Community Center are walking distance. This suite also comes with 2 secure underground parking and extra storage locker. Amenities include club house for entertaining, 2 gyms, guest parking, and amazing caretaker.
*available September 1, 2021
*Credit and reference checks are requirements
*$400 move in fee applies to new tenant(s) as per Strata
*No pets
*1 year lease only; no month-to-month
*Rent payable by 12 postdated cheques ore transfer and the 1/2 month security deposit due upon signing the tenancy lease
*Tenant(s) must abide by strata bylaws and rules which are issued upon move in
*Tenant insurance mandatory and must be submitted to landlord
*No Smoking of any substances in the unit or on the property
*Tenant responsible for hydro and internet
*No subletting or AirBnB
*COVID protocols will be followed when viewing
This is an unbelievable suite for you and your family to reside. Please email and tell me about yourself, why you are moving and why your family would be the best fit. This is a great opportunity to rent from a professional landlord. My intent is to offer this space to quality tenants.",Water,Yes,Not Included,2,1 Year,"September 1, 2021",No,846,No,Laundry (In Unit),No,Balcony,No,"Gym
Storage Space
Elevator in Building",Wheelchair accessible,Yes,No,No
